key,locale,text,context,variables,review_state,source_content_ids,release_marked
loc:later_han/locality/l011/name,en-US,Wuping,Later Han locality name; 武平縣; audited source cell L11,,approved,locality:later_han/l011,true
loc:later_han/locality/l012/name,en-US,Zhangping,Later Han locality name; 長平縣; audited source cell L12,,approved,locality:later_han/l012,true
loc:later_han/locality/m004/name,en-US,Lu,Later Han locality name; 魯縣; audited source cell M4,,approved,locality:later_han/m004,true
loc:later_han/locality/m005/name,en-US,Zou,Later Han locality name; 騶縣; audited source cell M5,,approved,locality:later_han/m005,true
loc:later_han/locality/m006/name,en-US,Bo,Later Han locality name; 蕃縣; audited source cell M6,,approved,locality:later_han/m006,true
loc:later_han/locality/m007/name,en-US,Xue,Later Han locality name; 薛縣; audited source cell M7,,approved,locality:later_han/m007,true
loc:later_han/locality/m008/name,en-US,Bian,Later Han locality name; 卞縣; audited source cell M8,,approved,locality:later_han/m008,true
loc:later_han/locality/m009/name,en-US,Wenyang,Later Han locality name; 汶陽縣; audited source cell M9,,approved,locality:later_han/m009,true
loc:later_han/locality/n004/name,en-US,Ye,Later Han locality name; 鄴縣; audited source cell N4,,approved,locality:later_han/n004,true
loc:later_han/locality/n005/name,en-US,Fanyang,Later Han locality name; 繁陽縣; audited source cell N5,,approved,locality:later_han/n005,true
loc:later_han/locality/n006/name,en-US,Neihuang,Later Han locality name; 內黃縣; audited source cell N6,,approved,locality:later_han/n006,true
loc:later_han/locality/n007/name,en-US,Wei,Later Han locality name; 魏縣; audited source cell N7,,approved,locality:later_han/n007,true
loc:later_han/locality/n008/name,en-US,Yuancheng,Later Han locality name; 元城縣; audited source cell N8,,approved,locality:later_han/n008,true
loc:later_han/locality/n009/name,en-US,Liyang,Later Han locality name; 黎陽縣; audited source cell N9,,approved,locality:later_han/n009,true
loc:later_han/locality/n010/name,en-US,Yinan,Later Han locality name; 陰安邑; audited source cell N10,,approved,locality:later_han/n010,true
loc:later_han/locality/n011/name,en-US,Guantao,Later Han locality name; 館陶縣; audited source cell N11,,approved,locality:later_han/n011,true
loc:later_han/locality/n012/name,en-US,Qingyuan,Later Han locality name; 清淵縣; audited source cell N12,,approved,locality:later_han/n012,true
loc:later_han/locality/n013/name,en-US,Pingen,Later Han locality name; 平恩縣; audited source cell N13,,approved,locality:later_han/n013,true
loc:later_han/locality/n014/name,en-US,Sha,Later Han locality name; 沙侯國; audited source cell N14,,approved,locality:later_han/n014,true
loc:later_han/locality/n015/name,en-US,Chiqiu,Later Han locality name; 斥丘縣; audited source cell N15,,approved,locality:later_han/n015,true
loc:later_han/locality/n016/name,en-US,Wuan,Later Han locality name; 武安縣; audited source cell N16,,approved,locality:later_han/n016,true
loc:later_han/locality/n017/name,en-US,Quliang,Later Han locality name; 曲梁侯國; audited source cell N17,,approved,locality:later_han/n017,true
loc:later_han/locality/n018/name,en-US,Liangqi,Later Han locality name; 梁期縣; audited source cell N18,,approved,locality:later_han/n018,true
loc:later_han/locality/o004/name,en-US,Yingtao,Later Han locality name; 廮陶縣; audited source cell O4,,approved,locality:later_han/o004,true
loc:later_han/locality/o005/name,en-US,Julu,Later Han locality name; 鉅鹿縣; audited source cell O5,,approved,locality:later_han/o005,true
loc:later_han/locality/o006/name,en-US,Yangshi,Later Han locality name; 楊氏縣; audited source cell O6,,approved,locality:later_han/o006,true
loc:later_han/locality/o007/name,en-US,Qiao,Later Han locality name; 鄡縣; audited source cell O7,,approved,locality:later_han/o007,true
loc:later_han/locality/o008/name,en-US,Xiaquyang,Later Han locality name; 下曲陽縣; audited source cell O8,,approved,locality:later_han/o008,true
loc:later_han/locality/o009/name,en-US,Ren,Later Han locality name; 任縣; audited source cell O9,,approved,locality:later_han/o009,true
loc:later_han/locality/o010/name,en-US,Nanhe,Later Han locality name; 南和縣; audited source cell O10,,approved,locality:later_han/o010,true
loc:later_han/locality/o011/name,en-US,Guangping,Later Han locality name; 廣平縣; audited source cell O11,,approved,locality:later_han/o011,true
loc:later_han/locality/o012/name,en-US,Chizhang,Later Han locality name; 斥章縣; audited source cell O12,,approved,locality:later_han/o012,true
loc:later_han/locality/o013/name,en-US,Guangzong,Later Han locality name; 廣宗縣; audited source cell O13,,approved,locality:later_han/o013,true
loc:later_han/locality/o014/name,en-US,Quzhou,Later Han locality name; 曲周縣; audited source cell O14,,approved,locality:later_han/o014,true
loc:later_han/locality/o015/name,en-US,Lieren,Later Han locality name; 列人縣; audited source cell O15,,approved,locality:later_han/o015,true
loc:later_han/locality/o016/name,en-US,Guangnian,Later Han locality name; 廣年縣; audited source cell O16,,approved,locality:later_han/o016,true
loc:later_han/locality/o017/name,en-US,Pingxiang,Later Han locality name; 平鄉縣; audited source cell O17,,approved,locality:later_han/o017,true
loc:later_han/locality/o018/name,en-US,Nanluan,Later Han locality name; 南䜌縣; audited source cell O18,,approved,locality:later_han/o018,true
loc:later_han/locality/p004/name,en-US,Yuanshi,Later Han locality name; 元氏縣; audited source cell P4,,approved,locality:later_han/p004,true
loc:later_han/locality/p005/name,en-US,Gao,Later Han locality name; 高邑; audited source cell P5,,approved,locality:later_han/p005,true
loc:later_han/locality/p006/name,en-US,Douxiang,Later Han locality name; 都鄉侯國; audited source cell P6,,approved,locality:later_han/p006,true
loc:later_han/locality/p007/name,en-US,Nanxingtang,Later Han locality name; 南行唐縣; audited source cell P7,,approved,locality:later_han/p007,true
loc:later_han/locality/p008/name,en-US,Fangzi,Later Han locality name; 房子縣; audited source cell P8,,approved,locality:later_han/p008,true
loc:later_han/locality/p009/name,en-US,Pingji,Later Han locality name; 平棘縣; audited source cell P9,,approved,locality:later_han/p009,true
loc:later_han/locality/p010/name,en-US,Luancheng,Later Han locality name; 欒城縣; audited source cell P10,,approved,locality:later_han/p010,true
loc:later_han/locality/p011/name,en-US,Jiumen,Later Han locality name; 九門縣; audited source cell P11,,approved,locality:later_han/p011,true
loc:later_han/locality/p012/name,en-US,Lingshou,Later Han locality name; 靈壽縣; audited source cell P12,,approved,locality:later_han/p012,true
loc:later_han/locality/p013/name,en-US,Puwu,Later Han locality name; 蒲吾縣; audited source cell P13,,approved,locality:later_han/p013,true
loc:later_han/locality/p014/name,en-US,Jingxing,Later Han locality name; 井陘縣; audited source cell P14,,approved,locality:later_han/p014,true
loc:later_han/locality/p015/name,en-US,Zhending,Later Han locality name; 眞定縣; audited source cell P15,,approved,locality:later_han/p015,true
loc:later_han/locality/p016/name,en-US,Shangai,Later Han locality name; 上艾縣; audited source cell P16,,approved,locality:later_han/p016,true
loc:later_han/locality/q004/name,en-US,Lunu,Later Han locality name; 盧奴縣; audited source cell Q4,,approved,locality:later_han/q004,true
loc:later_han/locality/q005/name,en-US,Beiping,Later Han locality name; 北平縣; audited source cell Q5,,approved,locality:later_han/q005,true
loc:later_han/locality/q006/name,en-US,Ji,Later Han locality name; 極縣; audited source cell Q6,,approved,locality:later_han/q006,true
loc:later_han/locality/q007/name,en-US,Xinshi,Later Han locality name; 新市縣; audited source cell Q7,,approved,locality:later_han/q007,true
loc:later_han/locality/q008/name,en-US,Wangdou,Later Han locality name; 望都縣; audited source cell Q8,,approved,locality:later_han/q008,true
loc:later_han/locality/q009/name,en-US,Tang,Later Han locality name; 唐縣; audited source cell Q9,,approved,locality:later_han/q009,true
loc:later_han/locality/q010/name,en-US,Anguo,Later Han locality name; 安國縣; audited source cell Q10,,approved,locality:later_han/q010,true
loc:later_han/locality/q011/name,en-US,Anxi,Later Han locality name; 安憙縣; audited source cell Q11,,approved,locality:later_han/q011,true
loc:later_han/locality/q012/name,en-US,Hanchang,Later Han locality name; 漢昌縣; audited source cell Q12,,approved,locality:later_han/q012,true
loc:later_han/locality/q013/name,en-US,Liwu,Later Han locality name; 蠡吾侯國; audited source cell Q13,,approved,locality:later_han/q013,true
loc:later_han/locality/q014/name,en-US,Shangquyang,Later Han locality name; 上曲陽縣; audited source cell Q14,,approved,locality:later_han/q014,true
loc:later_han/locality/q015/name,en-US,Puyin,Later Han locality name; 蒲陰縣; audited source cell Q15,,approved,locality:later_han/q015,true
loc:later_han/locality/q016/name,en-US,Guangchang,Later Han locality name; 廣昌縣; audited source cell Q16,,approved,locality:later_han/q016,true
loc:later_han/locality/r004/name,en-US,Xindou,Later Han locality name; 信都縣; audited source cell R4,,approved,locality:later_han/r004,true
loc:later_han/locality/r005/name,en-US,Fucheng,Later Han locality name; 阜城縣; audited source cell R5,,approved,locality:later_han/r005,true
loc:later_han/locality/r006/name,en-US,Nangong,Later Han locality name; 南宮縣; audited source cell R6,,approved,locality:later_han/r006,true
loc:later_han/locality/r007/name,en-US,Fuliu,Later Han locality name; 扶柳縣; audited source cell R7,,approved,locality:later_han/r007,true
loc:later_han/locality/r008/name,en-US,Xiabo,Later Han locality name; 下博縣; audited source cell R8,,approved,locality:later_han/r008,true
loc:later_han/locality/r009/name,en-US,Wu,Later Han locality name; 武邑; audited source cell R9,,approved,locality:later_han/r009,true
loc:later_han/locality/r010/name,en-US,Guanjin,Later Han locality name; 觀津縣; audited source cell R10,,approved,locality:later_han/r010,true
loc:later_han/locality/r011/name,en-US,Jing,Later Han locality name; 經縣; audited source cell R11,,approved,locality:later_han/r011,true
loc:later_han/locality/r012/name,en-US,Tangyang,Later Han locality name; 堂陽縣; audited source cell R12,,approved,locality:later_han/r012,true
loc:later_han/locality/r013/name,en-US,Wusui,Later Han locality name; 武遂縣; audited source cell R13,,approved,locality:later_han/r013,true
loc:later_han/locality/r014/name,en-US,Raoyang,Later Han locality name; 饒陽縣; audited source cell R14,,approved,locality:later_han/r014,true
loc:later_han/locality/r015/name,en-US,Anping,Later Han locality name; 安平縣; audited source cell R15,,approved,locality:later_han/r015,true
loc:later_han/locality/r016/name,en-US,Nanshen,Later Han locality name; 南深縣; audited source cell R16,,approved,locality:later_han/r016,true
loc:later_han/locality/s004/name,en-US,Lecheng,Later Han locality name; 樂成縣; audited source cell S4,,approved,locality:later_han/s004,true
loc:later_han/locality/s005/name,en-US,Gonggao,Later Han locality name; 弓高縣; audited source cell S5,,approved,locality:later_han/s005,true
loc:later_han/locality/s006/name,en-US,Yi,Later Han locality name; 易縣; audited source cell S6,,approved,locality:later_han/s006,true
loc:later_han/locality/s007/name,en-US,Wuyuan,Later Han locality name; 武垣縣; audited source cell S7,,approved,locality:later_han/s007,true
loc:later_han/locality/s008/name,en-US,Zhongshui,Later Han locality name; 中水縣; audited source cell S8,,approved,locality:later_han/s008,true
loc:later_han/locality/s009/name,en-US,Mao,Later Han locality name; 鄚縣; audited source cell S9,,approved,locality:later_han/s009,true
loc:later_han/locality/s010/name,en-US,Gaoyang,Later Han locality name; 高陽縣; audited source cell S10,,approved,locality:later_han/s010,true
loc:later_han/locality/s011/name,en-US,Wenan,Later Han locality name; 文安縣; audited source cell S11,,approved,locality:later_han/s011,true
loc:later_han/locality/s012/name,en-US,Shuzhou,Later Han locality name; 束州縣; audited source cell S12,,approved,locality:later_han/s012,true
loc:later_han/locality/s013/name,en-US,Chengping,Later Han locality name; 成平縣; audited source cell S13,,approved,locality:later_han/s013,true
loc:later_han/locality/s014/name,en-US,Dongpingshu,Later Han locality name; 東平舒縣; audited source cell S14,,approved,locality:later_han/s014,true
loc:later_han/locality/t004/name,en-US,Ganling,Later Han locality name; 甘陵縣; audited source cell T4,,approved,locality:later_han/t004,true
loc:later_han/locality/t005/name,en-US,Beiqiu,Later Han locality name; 貝丘縣; audited source cell T5,,approved,locality:later_han/t005,true
loc:later_han/locality/t006/name,en-US,Dongwu,Later Han locality name; 東武縣; audited source cell T6,,approved,locality:later_han/t006,true
loc:later_han/locality/t007/name,en-US,Shu,Later Han locality name; 鄃縣; audited source cell T7,,approved,locality:later_han/t007,true
loc:later_han/locality/t008/name,en-US,Ling,Later Han locality name; 靈縣; audited source cell T8,,approved,locality:later_han/t008,true
loc:later_han/locality/t009/name,en-US,Yimu,Later Han locality name; 繹幕縣; audited source cell T9,,approved,locality:later_han/t009,true
loc:later_han/locality/t010/name,en-US,Guangchuan,Later Han locality name; 廣川縣; audited source cell T10,,approved,locality:later_han/t010,true
loc:later_han/locality/u004/name,en-US,Handan,Later Han locality name; 邯鄲縣; audited source cell U4,,approved,locality:later_han/u004,true
loc:later_han/locality/u005/name,en-US,Yiyang,Later Han locality name; 易陽縣; audited source cell U5,,approved,locality:later_han/u005,true
loc:later_han/locality/u006/name,en-US,Xiangguo,Later Han locality name; 襄國縣; audited source cell U6,,approved,locality:later_han/u006,true
loc:later_han/locality/u007/name,en-US,Bairen,Later Han locality name; 栢人縣; audited source cell U7,,approved,locality:later_han/u007,true
loc:later_han/locality/u008/name,en-US,Zhongqiu,Later Han locality name; 中丘縣; audited source cell U8,,approved,locality:later_han/u008,true
loc:later_han/locality/v004/name,en-US,Nanpi,Later Han locality name; 南皮縣; audited source cell V4,,approved,locality:later_han/v004,true
loc:later_han/locality/v005/name,en-US,Gaocheng,Later Han locality name; 高城侯國; audited source cell V5,,approved,locality:later_han/v005,true
loc:later_han/locality/v006/name,en-US,Zhonghe,Later Han locality name; 重合侯國; audited source cell V6,,approved,locality:later_han/v006,true
loc:later_han/locality/v007/name,en-US,Fuyang,Later Han locality name; 浮陽侯國; audited source cell V7,,approved,locality:later_han/v007,true
loc:later_han/locality/v008/name,en-US,Dongguang,Later Han locality name; 東光縣; audited source cell V8,,approved,locality:later_han/v008,true
loc:later_han/locality/v009/name,en-US,Zhangwu,Later Han locality name; 章武縣; audited source cell V9,,approved,locality:later_han/v009,true
loc:later_han/locality/v010/name,en-US,Yangxin,Later Han locality name; 陽信縣; audited source cell V10,,approved,locality:later_han/v010,true
loc:later_han/locality/v011/name,en-US,Xiu,Later Han locality name; 脩縣; audited source cell V11,,approved,locality:later_han/v011,true
loc:later_han/locality/w004/name,en-US,Chenliu,Later Han locality name; 陳留縣; audited source cell W4,,approved,locality:later_han/w004,true
loc:later_han/locality/w005/name,en-US,Junyi,Later Han locality name; 浚儀縣; audited source cell W5,,approved,locality:later_han/w005,true
loc:later_han/locality/w006/name,en-US,Weishi,Later Han locality name; 尉氏縣; audited source cell W6,,approved,locality:later_han/w006,true
loc:later_han/locality/w007/name,en-US,Yongqiu,Later Han locality name; 雍丘縣; audited source cell W7,,approved,locality:later_han/w007,true
loc:later_han/locality/w008/name,en-US,Xiang,Later Han locality name; 襄邑; audited source cell W8,,approved,locality:later_han/w008,true
loc:later_han/locality/w009/name,en-US,Waihuang,Later Han locality name; 外黃縣; audited source cell W9,,approved,locality:later_han/w009,true
loc:later_han/locality/w010/name,en-US,Xiaohuang,Later Han locality name; 小黃縣; audited source cell W10,,approved,locality:later_han/w010,true
loc:later_han/locality/w011/name,en-US,Donghun,Later Han locality name; 東昏縣; audited source cell W11,,approved,locality:later_han/w011,true
loc:later_han/locality/w012/name,en-US,Jiyang,Later Han locality name; 濟陽縣; audited source cell W12,,approved,locality:later_han/w012,true
loc:later_han/locality/w013/name,en-US,Pingqiu,Later Han locality name; 平丘縣; audited source cell W13,,approved,locality:later_han/w013,true
loc:later_han/locality/w014/name,en-US,Fengqiu,Later Han locality name; 封丘縣; audited source cell W14,,approved,locality:later_han/w014,true
loc:later_han/locality/w015/name,en-US,Suanzao,Later Han locality name; 酸棗縣; audited source cell W15,,approved,locality:later_han/w015,true
loc:later_han/locality/w016/name,en-US,Zhangyuan,Later Han locality name; 長垣侯國; audited source cell W16,,approved,locality:later_han/w016,true
loc:later_han/locality/w017/name,en-US,Jiwu,Later Han locality name; 己吾縣; audited source cell W17,,approved,locality:later_han/w017,true
loc:later_han/locality/w018/name,en-US,Kaocheng,Later Han locality name; 考城縣; audited source cell W18,,approved,locality:later_han/w018,true
loc:later_han/locality/w019/name,en-US,Yu,Later Han locality name; 圉縣; audited source cell W19,,approved,locality:later_han/w019,true
loc:later_han/locality/w020/name,en-US,Fugou,Later Han locality name; 扶溝縣; audited source cell W20,,approved,locality:later_han/w020,true
loc:later_han/locality/x004/name,en-US,Puyang,Later Han locality name; 濮陽縣; audited source cell X4,,approved,locality:later_han/x004,true
loc:later_han/locality/x005/name,en-US,Yan,Later Han locality name; 燕縣; audited source cell X5,,approved,locality:later_han/x005,true
loc:later_han/locality/x006/name,en-US,Baima,Later Han locality name; 白馬縣; audited source cell X6,,approved,locality:later_han/x006,true
loc:later_han/locality/x007/name,en-US,Dunqiu,Later Han locality name; 頓丘縣; audited source cell X7,,approved,locality:later_han/x007,true
loc:later_han/locality/x008/name,en-US,Donga,Later Han locality name; 東阿縣; audited source cell X8,,approved,locality:later_han/x008,true
loc:later_han/locality/x009/name,en-US,Dongwuyang,Later Han locality name; 東武陽縣; audited source cell X9,,approved,locality:later_han/x009,true
loc:later_han/locality/x010/name,en-US,Fan,Later Han locality name; 范縣; audited source cell X10,,approved,locality:later_han/x010,true
loc:later_han/locality/x011/name,en-US,Lin,Later Han locality name; 臨邑; audited source cell X11,,approved,locality:later_han/x011,true
loc:later_han/locality/x012/name,en-US,Boping,Later Han locality name; 博平縣; audited source cell X12,,approved,locality:later_han/x012,true
loc:later_han/locality/x013/name,en-US,Liaocheng,Later Han locality name; 聊城縣; audited source cell X13,,approved,locality:later_han/x013,true
loc:later_han/locality/x014/name,en-US,Fagan,Later Han locality name; 發干縣; audited source cell X14,,approved,locality:later_han/x014,true
loc:later_han/locality/x015/name,en-US,Leping,Later Han locality name; 樂平侯國; audited source cell X15,,approved,locality:later_han/x015,true
loc:later_han/locality/x016/name,en-US,Yangping,Later Han locality name; 陽平侯國; audited source cell X16,,approved,locality:later_han/x016,true
loc:later_han/locality/x017/name,en-US,Wei,Later Han locality name; 衛公國; audited source cell X17,,approved,locality:later_han/x017,true
loc:later_han/locality/x018/name,en-US,Gucheng,Later Han locality name; 穀城縣; audited source cell X18,,approved,locality:later_han/x018,true
loc:later_han/locality/y004/name,en-US,Wuyan,Later Han locality name; 無鹽縣; audited source cell Y4,,approved,locality:later_han/y004,true
loc:later_han/locality/y005/name,en-US,Dongpinglu,Later Han locality name; 東平陸縣; audited source cell Y5,,approved,locality:later_han/y005,true
loc:later_han/locality/y006/name,en-US,Fucheng,Later Han locality name; 富成縣; audited source cell Y6,,approved,locality:later_han/y006,true
loc:later_han/locality/y007/name,en-US,Zhang,Later Han locality name; 章縣; audited source cell Y7,,approved,locality:later_han/y007,true
loc:later_han/locality/y008/name,en-US,Shouzhang,Later Han locality name; 壽張縣; audited source cell Y8,,approved,locality:later_han/y008,true
loc:later_han/locality/y009/name,en-US,Xuchang,Later Han locality name; 須昌縣; audited source cell Y9,,approved,locality:later_han/y009,true
loc:later_han/locality/y010/name,en-US,Ningyang,Later Han locality name; 寧陽縣; audited source cell Y10,,approved,locality:later_han/y010,true
loc:later_han/locality/z004/name,en-US,Rencheng,Later Han locality name; 任城縣; audited source cell Z4,,approved,locality:later_han/z004,true
loc:later_han/locality/z005/name,en-US,Kangfu,Later Han locality name; 亢父縣; audited source cell Z5,,approved,locality:later_han/z005,true
loc:later_han/locality/z006/name,en-US,Fan,Later Han locality name; 樊縣; audited source cell Z6,,approved,locality:later_han/z006,true
loc:later_han/locality/aa004/name,en-US,Fenggao,Later Han locality name; 奉高縣; audited source cell AA4,,approved,locality:later_han/aa004,true
loc:later_han/locality/aa005/name,en-US,Bo,Later Han locality name; 博縣; audited source cell AA5,,approved,locality:later_han/aa005,true
loc:later_han/locality/aa006/name,en-US,Liangfu,Later Han locality name; 梁甫侯國; audited source cell AA6,,approved,locality:later_han/aa006,true
loc:later_han/locality/aa007/name,en-US,Juping,Later Han locality name; 鉅平侯國; audited source cell AA7,,approved,locality:later_han/aa007,true
loc:later_han/locality/aa008/name,en-US,Ying,Later Han locality name; 嬴縣; audited source cell AA8,,approved,locality:later_han/aa008,true
loc:later_han/locality/aa009/name,en-US,Shanchi,Later Han locality name; 山茌侯國; audited source cell AA9,,approved,locality:later_han/aa009,true
loc:later_han/locality/aa010/name,en-US,Laiwu,Later Han locality name; 萊蕪縣; audited source cell AA10,,approved,locality:later_han/aa010,true
loc:later_han/locality/aa011/name,en-US,Gai,Later Han locality name; 蓋縣; audited source cell AA11,,approved,locality:later_han/aa011,true
loc:later_han/locality/aa012/name,en-US,Nanwuyang,Later Han locality name; 南武陽侯國; audited source cell AA12,,approved,locality:later_han/aa012,true
loc:later_han/locality/aa013/name,en-US,Nancheng,Later Han locality name; 南城縣; audited source cell AA13,,approved,locality:later_han/aa013,true
loc:later_han/locality/aa014/name,en-US,Fei,Later Han locality name; 費侯國; audited source cell AA14,,approved,locality:later_han/aa014,true
loc:later_han/locality/aa015/name,en-US,Mou,Later Han locality name; 牟縣; audited source cell AA15,,approved,locality:later_han/aa015,true
loc:later_han/locality/ab004/name,en-US,Lu,Later Han locality name; 盧縣; audited source cell AB4,,approved,locality:later_han/ab004,true
loc:later_han/locality/ab005/name,en-US,Sheqiu,Later Han locality name; 蛇丘縣; audited source cell AB5,,approved,locality:later_han/ab005,true
loc:later_han/locality/ab006/name,en-US,Cheng,Later Han locality name; 成縣; audited source cell AB6,,approved,locality:later_han/ab006,true
loc:later_han/locality/ab007/name,en-US,Chiping,Later Han locality name; 茌平縣; audited source cell AB7,,approved,locality:later_han/ab007,true
loc:later_han/locality/ab008/name,en-US,Gang,Later Han locality name; 剛縣; audited source cell AB8,,approved,locality:later_han/ab008,true
loc:later_han/locality/ac004/name,en-US,Chang,Later Han locality name; 昌邑; audited source cell AC4,,approved,locality:later_han/ac004,true
loc:later_han/locality/ac005/name,en-US,Dongmin,Later Han locality name; 東緡縣; audited source cell AC5,,approved,locality:later_han/ac005,true
loc:later_han/locality/ac006/name,en-US,Juye,Later Han locality name; 鉅野縣; audited source cell AC6,,approved,locality:later_han/ac006,true
loc:later_han/locality/ac007/name,en-US,Gaoping,Later Han locality name; 高平侯國; audited source cell AC7,,approved,locality:later_han/ac007,true
loc:later_han/locality/ac008/name,en-US,Huling,Later Han locality name; 湖陵縣; audited source cell AC8,,approved,locality:later_han/ac008,true
loc:later_han/locality/ac009/name,en-US,Nanpingyang,Later Han locality name; 南平陽侯國; audited source cell AC9,,approved,locality:later_han/ac009,true
loc:later_han/locality/ac010/name,en-US,Fangyu,Later Han locality name; 方與縣; audited source cell AC10,,approved,locality:later_han/ac010,true
loc:later_han/locality/ac011/name,en-US,Xiaqiu,Later Han locality name; 瑕丘縣; audited source cell AC11,,approved,locality:later_han/ac011,true
loc:later_han/locality/ac012/name,en-US,Jinxiang,Later Han locality name; 金鄉縣; audited source cell AC12,,approved,locality:later_han/ac012,true
loc:later_han/locality/ac013/name,en-US,Fangdong,Later Han locality name; 防東縣; audited source cell AC13,,approved,locality:later_han/ac013,true
loc:later_han/locality/ad004/name,en-US,Dingtao,Later Han locality name; 定陶縣; audited source cell AD4,,approved,locality:later_han/ad004,true
loc:later_han/locality/ad005/name,en-US,Yuanju,Later Han locality name; 冤句縣; audited source cell AD5,,approved,locality:later_han/ad005,true
loc:later_han/locality/ad006/name,en-US,Chengyang,Later Han locality name; 成陽縣; audited source cell AD6,,approved,locality:later_han/ad006,true
loc:later_han/locality/ad007/name,en-US,Chengshi,Later Han locality name; 乘氏侯國; audited source cell AD7,,approved,locality:later_han/ad007,true
loc:later_han/locality/ad008/name,en-US,Juyang,Later Han locality name; 句陽縣; audited source cell AD8,,approved,locality:later_han/ad008,true
loc:later_han/locality/ad009/name,en-US,Juancheng,Later Han locality name; 鄄城縣; audited source cell AD9,,approved,locality:later_han/ad009,true
loc:later_han/locality/ad010/name,en-US,Lihu,Later Han locality name; 離狐縣; audited source cell AD10,,approved,locality:later_han/ad010,true
loc:later_han/locality/ad011/name,en-US,Linqiu,Later Han locality name; 廩丘縣; audited source cell AD11,,approved,locality:later_han/ad011,true
loc:later_han/locality/ad012/name,en-US,Danfu,Later Han locality name; 單父侯國; audited source cell AD12,,approved,locality:later_han/ad012,true
loc:later_han/locality/ad013/name,en-US,Chengwu,Later Han locality name; 成武縣; audited source cell AD13,,approved,locality:later_han/ad013,true
loc:later_han/locality/ad014/name,en-US,Jishi,Later Han locality name; 己氏縣; audited source cell AD14,,approved,locality:later_han/ad014,true
loc:later_han/locality/ae004/name,en-US,Tan,Later Han locality name; 郯縣; audited source cell AE4,,approved,locality:later_han/ae004,true
loc:later_han/locality/ae005/name,en-US,Lanling,Later Han locality name; 蘭陵縣; audited source cell AE5,,approved,locality:later_han/ae005,true
loc:later_han/locality/ae006/name,en-US,Qi,Later Han locality name; 戚縣; audited source cell AE6,,approved,locality:later_han/ae006,true
loc:later_han/locality/ae007/name,en-US,Qu,Later Han locality name; 朐縣; audited source cell AE7,,approved,locality:later_han/ae007,true
loc:later_han/locality/ae008/name,en-US,Xiangbi,Later Han locality name; 襄賁縣; audited source cell AE8,,approved,locality:later_han/ae008,true
loc:later_han/locality/ae009/name,en-US,Changlu,Later Han locality name; 昌慮縣; audited source cell AE9,,approved,locality:later_han/ae009,true
loc:later_han/locality/ae010/name,en-US,Cheng,Later Han locality name; 承縣; audited source cell AE10,,approved,locality:later_han/ae010,true
loc:later_han/locality/ae011/name,en-US,Yinping,Later Han locality name; 陰平縣; audited source cell AE11,,approved,locality:later_han/ae011,true
loc:later_han/locality/ae012/name,en-US,Licheng,Later Han locality name; 利城縣; audited source cell AE12,,approved,locality:later_han/ae012,true
loc:later_han/locality/ae013/name,en-US,He,Later Han locality name; 合縣; audited source cell AE13,,approved,locality:later_han/ae013,true
loc:later_han/locality/ae014/name,en-US,Zhuqi,Later Han locality name; 祝其縣; audited source cell AE14,,approved,locality:later_han/ae014,true
loc:later_han/locality/ae015/name,en-US,Houqiu,Later Han locality name; 厚丘縣; audited source cell AE15,,approved,locality:later_han/ae015,true
loc:later_han/locality/ae016/name,en-US,Ganyu,Later Han locality name; 贛楡縣; audited source cell AE16,,approved,locality:later_han/ae016,true
loc:later_han/locality/af004/name,en-US,Kaiyang,Later Han locality name; 開陽縣; audited source cell AF4,,approved,locality:later_han/af004,true
loc:later_han/locality/af005/name,en-US,Dongwu,Later Han locality name; 東武縣; audited source cell AF5,,approved,locality:later_han/af005,true
loc:later_han/locality/af006/name,en-US,Langxie,Later Han locality name; 琅邪縣; audited source cell AF6,,approved,locality:later_han/af006,true
loc:later_han/locality/af007/name,en-US,Dongguan,Later Han locality name; 東莞縣; audited source cell AF7,,approved,locality:later_han/af007,true
loc:later_han/locality/af008/name,en-US,Xihai,Later Han locality name; 西海縣; audited source cell AF8,,approved,locality:later_han/af008,true
loc:later_han/locality/af009/name,en-US,Zhu,Later Han locality name; 諸縣; audited source cell AF9,,approved,locality:later_han/af009,true
loc:later_han/locality/af010/name,en-US,Ju,Later Han locality name; 莒縣; audited source cell AF10,,approved,locality:later_han/af010,true
loc:later_han/locality/af011/name,en-US,Dongan,Later Han locality name; 東安縣; audited source cell AF11,,approved,locality:later_han/af011,true
loc:later_han/locality/af012/name,en-US,Yangdou,Later Han locality name; 陽都縣; audited source cell AF12,,approved,locality:later_han/af012,true
loc:later_han/locality/af013/name,en-US,Linyi,Later Han locality name; 臨沂縣; audited source cell AF13,,approved,locality:later_han/af013,true
loc:later_han/locality/af014/name,en-US,Jiqiu,Later Han locality name; 即丘侯國; audited source cell AF14,,approved,locality:later_han/af014,true
loc:later_han/locality/af015/name,en-US,Zeng,Later Han locality name; 繒侯國; audited source cell AF15,,approved,locality:later_han/af015,true
loc:later_han/locality/af016/name,en-US,Gumu,Later Han locality name; 姑幕縣; audited source cell AF16,,approved,locality:later_han/af016,true
loc:later_han/locality/ag004/name,en-US,Pengcheng,Later Han locality name; 彭城縣; audited source cell AG4,,approved,locality:later_han/ag004,true
loc:later_han/locality/ag005/name,en-US,Wuyuan,Later Han locality name; 武原縣; audited source cell AG5,,approved,locality:later_han/ag005,true
